#filename,area,aspect_ratio,long_half_axis,order_parameter,of_mass_ratio,of_angle_diff,of_long_half_axis
Pos29_100914_000_png_filaments,18191,1.799452,102.075962,0.376301,0.548281,24.472760,0.938015
Pos29_100914_001_png_filaments,19758,1.759027,105.179912,0.379697,0.930067,29.770377,0.997493
Pos29_100914_002_png_filaments,19311,1.963219,109.852974,0.423147,0.840380,23.816281,0.834273
Pos29_100914_003_png_filaments,19823,2.018321,112.850860,0.424230,0.651500,19.247933,0.945865
Pos29_100914_004_png_filaments,19951,2.122953,116.112128,0.426831,0.753850,19.969849,1.018977
Pos29_100914_005_png_filaments,20626,2.154512,118.934274,0.457329,0.450489,26.770150,0.673134
Pos29_100914_006_png_filaments,20101,1.905528,110.418428,0.408520,0.597059,22.578280,0.632866
Pos29_100914_007_png_filaments,19507,1.716534,103.239646,0.430232,0.173059,52.670213,0.469443
Pos29_100914_008_png_filaments,19221,1.727824,102.816497,0.429208,0.773256,36.659418,0.845654
Pos29_100914_009_png_filaments,19784,1.749874,104.974908,0.430913,0.662366,29.432479,0.833655
Pos29_100914_010_png_filaments,19800,1.899594,109.417818,0.484196,0.723601,25.589434,0.771843
Pos29_100914_011_png_filaments,20451,1.585667,101.598742,0.452779,0.697677,20.178853,0.968520
Pos29_100914_012_png_filaments,20646,1.546921,100.827057,0.340902,0.847012,26.189239,1.173240
Pos29_100914_013_png_filaments,18577,1.759025,101.987949,0.491129,0.628890,42.181840,0.752980
Pos29_100914_014_png_filaments,18915,1.806478,104.290458,0.437963,0.599113,41.478670,0.810525
Pos29_100914_015_png_filaments,19195,1.843004,106.116339,0.482482,0.476989,40.835154,0.739104
Pos29_100914_016_png_filaments,19382,1.948199,109.632928,0.422701,0.675969,47.743324,0.658087
Pos29_100914_017_png_filaments,19638,1.772211,105.252254,0.422571,0.480047,60.407964,0.636312
Pos29_100914_018_png_filaments,18445,1.834693,103.787749,0.493369,0.465342,24.949543,0.895097
Pos29_100914_019_png_filaments,17186,1.756229,98.017368,0.413920,0.707082,25.594791,0.783869
Pos29_100914_020_png_filaments,17945,1.593664,95.410281,0.445348,0.730077,25.291270,0.956494
Pos29_100914_021_png_filaments,19295,1.533181,97.038521,0.351992,0.567215,40.349235,0.804016
Pos29_100914_022_png_filaments,19763,1.883601,108.854391,0.451707,0.401606,29.715810,1.020080
Pos29_100914_023_png_filaments,20841,1.875786,111.551646,0.452377,0.405405,27.118784,0.652955
