#filename,area,aspect_ratio,long_half_axis,order_parameter,of_mass_ratio,of_angle_diff,of_long_half_axis
Pos01_261114_000_png_filaments,30982,1.319236,114.062013,0.335200,0.274498,45.684149,0.840886
Pos01_261114_001_png_filaments,30611,1.610869,125.283516,0.584650,0.361582,24.227795,0.788749
Pos01_261114_002_png_filaments,30491,1.649501,126.528159,0.674654,0.213183,34.346216,0.783959
Pos01_261114_003_png_filaments,28213,1.410541,112.549237,0.527175,0.249667,20.516114,0.740508
Pos01_261114_004_png_filaments,25159,1.255449,100.270063,0.381477,0.327339,33.616961,0.881862
Pos01_261114_005_png_filaments,22381,1.425967,100.790487,0.429140,0.757944,23.444495,0.777050
Pos01_261114_006_png_filaments,24866,1.536120,110.265740,0.579177,0.374331,33.244463,0.928140
Pos01_261114_007_png_filaments,26803,1.891176,127.023109,0.644937,0.289739,23.849733,0.654184
Pos01_261114_008_png_filaments,26370,1.746608,121.081516,0.588342,0.363838,32.714621,1.101192
Pos01_261114_009_png_filaments,24896,1.673343,115.154877,0.586137,0.502601,34.351071,1.036247
Pos01_261114_010_png_filaments,22011,1.644185,107.329792,0.536201,0.781214,30.667509,0.996510
Pos01_261114_011_png_filaments,19899,1.810846,107.098021,0.606952,0.563582,21.150714,1.077948
Pos01_261114_012_png_filaments,20472,1.984747,113.725479,0.620548,0.960756,21.853299,1.065005
Pos01_261114_013_png_filaments,21560,2.062762,118.980010,0.655661,0.291208,16.689723,0.622450
Pos01_261114_014_png_filaments,24583,2.179063,130.580220,0.755933,0.374460,20.757451,1.013823
Pos01_261114_015_png_filaments,27129,2.306449,141.128226,0.756665,0.329534,22.328841,0.649461
Pos01_261114_016_png_filaments,21200,1.938489,114.373303,0.773784,0.109743,20.744844,0.396102
Pos01_261114_017_png_filaments,19442,1.936827,109.481552,0.755335,0.323707,19.838637,0.541862
Pos01_261114_018_png_filaments,20094,2.292175,121.082714,0.762639,0.180114,20.030910,0.390374
Pos01_261114_019_png_filaments,24206,2.531991,139.674670,0.827300,0.254610,17.130339,0.332127
Pos01_261114_020_png_filaments,23099,1.748320,113.378867,0.707199,0.450150,25.923727,1.114095
Pos01_261114_021_png_filaments,22344,1.659673,108.646762,0.654295,0.118730,34.945845,0.469624
Pos01_261114_022_png_filaments,24612,1.606221,112.176314,0.563339,0.000000,0.000000,0.000000
Pos01_261114_023_png_filaments,23375,1.671202,111.510393,0.751052,0.000000,0.000000,0.000000
Pos01_261114_024_png_filaments,23447,1.634697,110.455498,0.755167,0.148359,21.514723,0.651498
Pos01_261114_025_png_filaments,22449,1.639037,108.222594,0.754860,0.315695,27.487037,0.644875
Pos01_261114_026_png_filaments,21594,1.655607,106.676863,0.738295,0.381229,21.113096,0.775557
Pos01_261114_027_png_filaments,21247,1.807558,110.565591,0.702577,0.195291,24.906360,0.725292
Pos01_261114_028_png_filaments,24362,2.058264,126.337439,0.757339,0.000000,0.000000,0.000000
Pos01_261114_029_png_filaments,24556,1.969788,124.083381,0.821902,0.000000,0.000000,0.000000
Pos01_261114_030_png_filaments,23551,2.129916,126.360395,0.874039,0.140451,25.472973,0.383300
Pos01_261114_031_png_filaments,22923,2.024691,121.545858,0.847065,0.000000,0.000000,0.000000
Pos01_261114_032_png_filaments,24171,1.908436,121.174482,0.874924,0.000000,0.000000,0.000000
Pos01_261114_033_png_filaments,24111,1.988429,123.534345,0.894711,0.000000,0.000000,0.000000
Pos01_261114_034_png_filaments,23497,2.203769,128.385006,0.891031,0.000000,0.000000,0.000000
Pos01_261114_035_png_filaments,23171,2.355190,131.798487,0.937337,0.000000,0.000000,0.000000
Pos01_261114_036_png_filaments,25795,2.509703,143.550263,0.928234,0.000000,0.000000,0.000000
Pos01_261114_037_png_filaments,25812,2.256163,136.151091,0.905218,0.000000,0.000000,0.000000
Pos01_261114_038_png_filaments,27354,2.310996,141.851875,0.895472,0.000000,0.000000,0.000000
Pos01_261114_039_png_filaments,25729,2.524395,143.785526,0.933522,0.000000,0.000000,0.000000
Pos01_261114_040_png_filaments,25186,2.830173,150.629888,0.932757,0.000000,0.000000,0.000000
Pos01_261114_041_png_filaments,23763,3.156573,154.519614,0.925958,0.000000,0.000000,0.000000
Pos01_261114_042_png_filaments,22992,3.604392,162.416238,0.928162,0.000000,0.000000,0.000000
Pos01_261114_043_png_filaments,24764,4.261783,183.286774,0.921910,0.000000,0.000000,0.000000
Pos01_261114_044_png_filaments,27962,4.228139,193.991994,0.924807,0.000000,0.000000,0.000000
Pos01_261114_045_png_filaments,29533,4.361603,202.489222,0.904918,0.000000,0.000000,0.000000
Pos01_261114_046_png_filaments,30263,4.594802,210.384845,0.912434,0.000000,0.000000,0.000000
Pos01_261114_047_png_filaments,29442,4.826584,212.680979,0.920223,0.000000,0.000000,0.000000
Pos01_261114_048_png_filaments,30938,5.161011,225.443944,0.916645,0.070230,19.392724,0.270408
Pos01_261114_049_png_filaments,32004,5.136941,228.759681,0.931835,0.000000,0.000000,0.000000
Pos01_261114_050_png_filaments,32290,5.178401,230.704956,0.917259,0.000000,0.000000,0.000000
Pos01_261114_051_png_filaments,33752,5.089756,233.842422,0.917868,0.000000,0.000000,0.000000
Pos01_261114_052_png_filaments,35180,4.826785,232.488758,0.894782,0.000000,0.000000,0.000000
Pos01_261114_053_png_filaments,34841,4.472833,222.721278,0.906544,0.055529,25.776374,0.217875
Pos01_261114_054_png_filaments,34534,4.461141,221.447856,0.916262,0.075831,20.302512,0.209637
