#filename,area,aspect_ratio,long_half_axis,order_parameter,of_mass_ratio,of_angle_diff,of_long_half_axis
Pos01_101214_000_png_filaments,90841,1.050027,174.247377,0.297936,0.890584,34.778205,0.619320
Pos01_101214_001_png_filaments,92435,1.093433,179.365690,0.296061,0.846334,43.603027,0.811676
Pos01_101214_002_png_filaments,95568,1.133034,185.653347,0.272516,0.792108,34.937683,0.884520
Pos01_101214_003_png_filaments,96915,1.158353,189.034480,0.276572,0.381892,26.505253,0.602847
Pos01_101214_004_png_filaments,98876,1.182635,192.928270,0.244897,0.691424,16.197572,0.680918
Pos01_101214_005_png_filaments,98676,1.167849,191.524429,0.304816,0.635821,22.610108,0.736463
Pos01_101214_006_png_filaments,100458,1.167577,193.223566,0.298524,0.644482,21.960264,0.689585
Pos01_101214_007_png_filaments,102574,1.186462,196.820633,0.309762,0.810905,24.521192,0.874744
Pos01_101214_008_png_filaments,103853,1.184901,197.913591,0.277564,0.787108,30.024912,0.693624
Pos01_101214_009_png_filaments,106529,1.175539,199.653767,0.281801,0.511375,17.525838,0.755993
Pos01_101214_010_png_filaments,106503,1.190742,200.916137,0.247945,0.978707,20.187620,0.883354
Pos01_101214_011_png_filaments,107672,1.178424,200.968153,0.284061,0.965505,23.553031,1.214526
Pos01_101214_012_png_filaments,107620,1.190533,201.949264,0.281303,0.554484,22.116365,1.032034
Pos01_101214_013_png_filaments,108620,1.199230,203.625050,0.306285,0.285259,20.699140,0.519089
Pos01_101214_014_png_filaments,109864,1.199916,204.846330,0.278388,0.250511,43.244319,0.866373
Pos01_101214_015_png_filaments,111040,1.196756,205.668413,0.279410,0.279144,23.297516,0.622604
Pos01_101214_016_png_filaments,110427,1.194052,204.868091,0.290625,0.229435,27.700354,0.455269
Pos01_101214_017_png_filaments,112487,1.194263,206.788422,0.318435,0.734967,20.839365,1.208910
Pos01_101214_018_png_filaments,111458,1.210411,207.227371,0.307801,0.207941,87.698122,0.608459
Pos01_101214_019_png_filaments,113517,1.223304,210.243566,0.304591,0.780342,7.362285,1.069148
Pos01_101214_020_png_filaments,114489,1.211676,210.135872,0.308302,0.645306,26.122301,0.758626
Pos01_101214_021_png_filaments,114793,1.207406,210.043589,0.344844,0.760349,10.572219,0.811241
Pos01_101214_022_png_filaments,114898,1.188329,208.472918,0.282905,0.800871,18.635714,0.781438
Pos01_101214_023_png_filaments,114440,1.181792,207.483951,0.291685,0.972748,23.482680,0.996113
Pos01_101214_024_png_filaments,114118,1.180590,207.086453,0.302288,0.231404,55.142924,0.782746
Pos01_101214_025_png_filaments,114193,1.187820,207.787836,0.335878,0.265443,56.029839,0.861020
Pos01_101214_026_png_filaments,114578,1.199972,209.199787,0.349488,0.165039,23.356544,0.497580
Pos01_101214_027_png_filaments,114244,1.209352,209.709510,0.372021,0.446059,26.028704,0.718071
Pos01_101214_028_png_filaments,114693,1.205947,209.825192,0.390993,0.242445,58.368641,0.876963
Pos01_101214_029_png_filaments,115582,1.217323,211.627976,0.393674,0.300485,21.777882,0.759417
