#filename,area,aspect_ratio,long_half_axis,order_parameter,of_mass_ratio,of_angle_diff,of_long_half_axis
Pos39_221014_000_png_filaments,69826,1.168147,161.132221,0.657072,0.061005,54.777938,0.413997
Pos39_221014_001_png_filaments,66796,1.105666,153.324751,0.584077,0.107507,59.147995,0.398445
Pos39_221014_002_png_filaments,69561,1.179283,161.590933,0.602517,0.083972,37.838158,0.595267
Pos39_221014_003_png_filaments,70166,1.203753,163.967250,0.668581,0.059590,22.081508,0.406955
Pos39_221014_004_png_filaments,71640,1.191700,164.849001,0.571003,0.061267,22.285537,0.435695
Pos39_221014_005_png_filaments,70218,1.171711,161.830190,0.578790,0.078456,53.957415,0.637297
Pos39_221014_006_png_filaments,72254,1.068175,156.739051,0.530831,0.128579,29.728732,0.733713
Pos39_221014_007_png_filaments,70684,1.094208,156.904560,0.532725,0.086458,28.727638,0.498187
Pos39_221014_008_png_filaments,70602,1.111902,158.076321,0.523611,0.128054,24.413323,0.594120
Pos39_221014_009_png_filaments,73647,1.121898,162.173272,0.538307,0.060752,55.445945,0.532639
Pos39_221014_010_png_filaments,71975,1.074891,156.927159,0.616073,0.085524,34.223621,0.412254
Pos39_221014_011_png_filaments,73111,1.027307,154.620313,0.648033,0.076761,18.099789,0.729825
Pos39_221014_012_png_filaments,69433,1.100374,155.947418,0.554372,0.079674,20.424875,0.816128
Pos39_221014_013_png_filaments,70422,1.156123,160.983461,0.585120,0.093887,15.014265,0.750108
Pos39_221014_014_png_filaments,72746,1.260079,170.815985,0.655594,0.038597,34.923490,0.391183
Pos39_221014_015_png_filaments,71730,1.203826,165.789620,0.432653,0.052466,35.192408,0.385085
Pos39_221014_016_png_filaments,71794,1.242121,168.481061,0.442796,0.076361,27.228908,0.580952
Pos39_221014_017_png_filaments,75546,1.231307,172.073493,0.503540,0.086723,31.244841,0.525147
Pos39_221014_018_png_filaments,73019,1.299855,173.816283,0.562566,0.068188,30.573191,0.535606
Pos39_221014_019_png_filaments,73777,1.349194,178.001130,0.526336,0.048992,36.765406,0.390470
Pos39_221014_020_png_filaments,74015,1.406244,182.018393,0.530867,0.070509,26.199993,0.489159
Pos39_221014_021_png_filaments,74563,1.397589,182.127902,0.530318,0.085388,19.371869,0.706358
Pos39_221014_022_png_filaments,77414,1.377208,184.219070,0.581496,0.048139,29.166568,0.440933
Pos39_221014_023_png_filaments,78576,1.310551,181.049356,0.559039,0.065889,22.549549,0.667625
Pos39_221014_024_png_filaments,78346,1.398936,186.780873,0.593566,0.054428,28.316811,0.456622
Pos39_221014_025_png_filaments,75096,1.349263,179.589843,0.558262,0.082882,21.554142,0.425430
Pos39_221014_026_png_filaments,75604,1.370019,181.576961,0.616254,0.056169,17.926838,0.368207
