#filename,area,aspect_ratio,long_half_axis,order_parameter,of_mass_ratio,of_angle_diff,of_long_half_axis
Pos11_210115_000_png_filaments,70186,1.110232,157.491522,-0.057099,0.403192,36.237098,0.783988
Pos11_210115_001_png_filaments,73305,1.139765,163.079556,-0.018321,0.831357,46.518969,1.126271
Pos11_210115_002_png_filaments,76301,1.149547,167.091187,0.056881,0.425308,89.202098,0.707859
Pos11_210115_003_png_filaments,78961,1.178221,172.085692,0.101257,0.422333,87.202228,0.879015
Pos11_210115_004_png_filaments,80127,1.194267,174.528043,-0.060783,0.511925,31.207865,0.745317
Pos11_210115_005_png_filaments,82058,1.190586,176.346121,-0.012913,0.567085,44.279982,0.915420
Pos11_210115_006_png_filaments,84418,1.171556,177.428801,-0.009800,0.872398,85.586752,1.204858
Pos11_210115_007_png_filaments,86875,1.196740,181.916619,0.087895,0.783905,34.679644,0.611467
Pos11_210115_008_png_filaments,90721,1.171879,183.958713,-0.019242,0.922731,28.873943,0.769272
Pos11_210115_009_png_filaments,93885,1.150072,185.389735,0.000021,0.471529,31.458265,0.647792
Pos11_210115_010_png_filaments,95661,1.134136,185.833963,0.002733,0.881561,87.799516,0.874322
Pos11_210115_011_png_filaments,97004,1.139898,187.608659,0.001658,0.784874,0.576585,0.950234
Pos11_210115_012_png_filaments,98677,1.131653,188.533995,0.074587,0.629639,83.613596,1.200159
Pos11_210115_013_png_filaments,99756,1.106315,187.427786,-0.045437,0.488688,89.733633,0.571902
Pos11_210115_014_png_filaments,99928,1.091711,186.347042,-0.046785,0.311635,84.938604,0.612951
Pos11_210115_015_png_filaments,100905,1.069873,185.373444,-0.094520,0.898179,44.391520,0.958723
Pos11_210115_016_png_filaments,101931,1.050967,184.659963,-0.043967,0.278967,88.883229,0.542637
Pos11_210115_017_png_filaments,101821,1.068061,186.055182,0.014494,0.435519,35.656617,0.870134
Pos11_210115_018_png_filaments,103570,1.070883,187.894065,0.085570,0.617962,57.149165,0.976796
Pos11_210115_019_png_filaments,105283,1.053336,187.883072,0.063840,0.478407,48.409906,0.769970
Pos11_210115_020_png_filaments,107360,1.033948,187.973082,-0.002896,0.429299,60.935687,0.713981
Pos11_210115_021_png_filaments,106671,1.017962,185.914828,-0.087560,0.542679,43.019583,0.972316
Pos11_210115_022_png_filaments,107226,1.007268,185.416182,0.063246,0.856763,50.310924,1.289150
Pos11_210115_023_png_filaments,107529,1.041041,188.765135,0.211312,0.486779,43.605902,1.045239
Pos11_210115_024_png_filaments,108704,1.061191,191.621663,0.242833,0.714275,17.914384,2.054718
Pos11_210115_025_png_filaments,110312,1.054415,192.416464,0.163406,0.406600,84.627166,0.831612
Pos11_210115_026_png_filaments,110685,1.040496,191.465114,0.124232,0.480286,40.679195,0.805029
Pos11_210115_027_png_filaments,111902,1.039417,192.414987,0.171813,0.825158,28.858582,1.521502
Pos11_210115_028_png_filaments,112903,1.046439,193.925430,0.166473,0.568739,46.748961,0.782922
Pos11_210115_029_png_filaments,113800,1.072044,197.061824,0.206507,0.800812,21.324420,1.402744
Pos11_210115_030_png_filaments,115123,1.093067,200.137976,0.166711,0.943452,46.506410,0.907628
Pos11_210115_031_png_filaments,116217,1.111708,202.794073,0.150814,0.500333,35.088940,0.963879
Pos11_210115_032_png_filaments,116585,1.108411,202.813479,0.217102,0.981865,48.290451,0.942085
Pos11_210115_033_png_filaments,117650,1.106407,203.553459,0.232596,0.593123,53.465415,1.010236
Pos11_210115_034_png_filaments,118416,1.088264,202.533742,0.202678,0.858816,7.709602,0.316160
Pos11_210115_035_png_filaments,117845,1.089492,202.158807,0.210710,0.918295,36.636953,1.063320
Pos11_210115_036_png_filaments,118397,1.111667,204.683469,0.233198,0.962241,27.012081,0.764469
Pos11_210115_037_png_filaments,118877,1.142117,207.887932,0.230879,0.446153,29.772130,1.005763
Pos11_210115_038_png_filaments,119776,1.160828,210.374890,0.215600,0.548614,41.535687,0.863552
Pos11_210115_039_png_filaments,120905,1.176474,212.783702,0.283841,0.880401,38.232233,0.946534
Pos11_210115_040_png_filaments,122327,1.169386,213.385630,0.236459,0.837954,34.771464,1.010990
Pos11_210115_041_png_filaments,123195,1.172323,214.410103,0.235847,0.293963,27.190295,0.882263
Pos11_210115_042_png_filaments,123577,1.184559,215.860031,0.238822,0.533543,31.625376,0.972765
Pos11_210115_043_png_filaments,124306,1.209398,218.753863,0.279423,0.496350,30.417399,0.885346
Pos11_210115_044_png_filaments,125196,1.205457,219.177592,0.241503,0.498041,25.763873,0.764235
Pos11_210115_045_png_filaments,124917,1.206633,219.040002,0.301773,0.587406,24.931901,0.904189
Pos11_210115_046_png_filaments,125595,1.197050,218.759732,0.288243,0.784794,38.724748,0.860925
Pos11_210115_047_png_filaments,125135,1.211333,219.657601,0.299891,0.887487,28.791738,1.282144
Pos11_210115_048_png_filaments,125602,1.227647,221.544051,0.241512,0.948896,21.483421,0.792744
Pos11_210115_049_png_filaments,127247,1.244651,224.529100,0.302774,0.828124,13.399090,0.738758
Pos11_210115_050_png_filaments,127163,1.256549,225.525243,0.272252,0.658781,24.038489,0.795044
Pos11_210115_051_png_filaments,126783,1.286886,227.890181,0.315835,0.506891,33.369218,0.909587
Pos11_210115_052_png_filaments,127516,1.296767,229.423752,0.320342,0.763786,16.247660,0.822929
Pos11_210115_053_png_filaments,128161,1.291664,229.550257,0.328587,0.739415,22.581500,0.769536
Pos11_210115_054_png_filaments,128558,1.272431,228.187440,0.335687,0.376967,31.305325,1.050597
Pos11_210115_055_png_filaments,129027,1.265443,227.974702,0.351755,0.474645,39.265153,1.226877
Pos11_210115_056_png_filaments,129073,1.258305,227.371342,0.330244,0.967437,16.901914,1.174793
Pos11_210115_057_png_filaments,129044,1.259525,227.455984,0.314679,0.961990,30.966493,1.263272
Pos11_210115_058_png_filaments,129260,1.266021,228.232556,0.311431,0.305840,28.380742,0.698507
Pos11_210115_059_png_filaments,130187,1.269928,229.402645,0.329544,0.277236,17.388514,0.515590
Pos11_210115_060_png_filaments,130150,1.271843,229.542919,0.369829,0.329061,22.078571,0.841053
Pos11_210115_061_png_filaments,130039,1.296170,231.628959,0.292611,0.417697,32.159366,0.799270
Pos11_210115_062_png_filaments,130096,1.297985,231.841870,0.340441,0.678864,33.378889,0.930518
Pos11_210115_063_png_filaments,128997,1.310645,231.983665,0.331268,0.849853,31.374305,1.040616
Pos11_210115_064_png_filaments,129272,1.318546,232.929739,0.375268,0.445818,30.574616,0.743892
Pos11_210115_065_png_filaments,129675,1.332356,234.511061,0.399050,0.666666,34.394757,1.085110
Pos11_210115_066_png_filaments,129109,1.352610,235.770584,0.359561,0.338101,23.562500,0.632430
Pos11_210115_067_png_filaments,129708,1.364077,237.316474,0.391189,0.619180,29.201657,0.954867
Pos11_210115_068_png_filaments,129724,1.402458,240.646839,0.403600,0.401565,32.754231,1.091655
Pos11_210115_069_png_filaments,129173,1.394145,239.422471,0.453484,0.477170,35.977538,1.035179
Pos11_210115_070_png_filaments,130172,1.438937,244.176993,0.423737,0.350469,31.788702,0.938975
Pos11_210115_071_png_filaments,129915,1.468047,246.390916,0.414555,0.601857,39.947700,1.114737
Pos11_210115_072_png_filaments,130320,1.487285,248.386334,0.457322,0.733874,34.201027,1.053035
Pos11_210115_073_png_filaments,130599,1.508953,250.456810,0.437870,0.608658,30.820311,1.010829
Pos11_210115_074_png_filaments,130656,1.520078,251.433232,0.416301,0.822531,40.316892,1.180207
Pos11_210115_075_png_filaments,130605,1.513569,250.845363,0.421148,0.745708,37.536765,1.167360
Pos11_210115_076_png_filaments,130814,1.527762,252.220294,0.459838,0.466093,37.380377,1.138825
Pos11_210115_077_png_filaments,130739,1.546922,253.724176,0.442844,0.554562,38.258222,1.072822
Pos11_210115_078_png_filaments,131301,1.537849,253.522160,0.437046,0.671672,34.018494,0.977611
Pos11_210115_079_png_filaments,130798,1.522903,251.803484,0.455829,0.299441,36.643469,0.669218
Pos11_210115_080_png_filaments,130010,1.513189,250.241901,0.459269,0.450881,35.426988,0.995922
Pos11_210115_081_png_filaments,129822,1.512529,250.006365,0.421374,0.758245,35.800623,1.188542
Pos11_210115_082_png_filaments,130162,1.509929,250.118279,0.453221,0.664310,31.682935,1.175998
Pos11_210115_083_png_filaments,130241,1.489675,248.510469,0.436813,0.752719,36.233588,1.119081
Pos11_210115_084_png_filaments,131240,1.446769,245.842957,0.422734,0.804392,38.139610,0.987962
Pos11_210115_085_png_filaments,130825,1.446294,245.413657,0.433178,0.919236,38.437127,0.763019
Pos11_210115_086_png_filaments,130515,1.462334,246.478229,0.457287,0.816072,35.085552,1.051722
Pos11_210115_087_png_filaments,128480,1.459576,244.318404,0.436499,0.879226,30.815205,0.634390
