#filename,area,aspect_ratio,long_half_axis,order_parameter,of_mass_ratio,of_angle_diff,of_long_half_axis
Pos56_040215_000_png_filaments,64260,1.310840,163.745836,0.416759,0.592884,25.449273,0.742326
Pos56_040215_001_png_filaments,64185,1.396903,168.937071,0.452326,0.535871,25.202513,0.802927
Pos56_040215_002_png_filaments,65039,1.392925,169.814925,0.420531,0.645855,26.325192,0.797108
Pos56_040215_003_png_filaments,67628,1.448535,176.584602,0.446058,0.161197,32.203139,0.507787
Pos56_040215_004_png_filaments,68737,1.397500,174.862329,0.497622,0.265970,54.680669,0.782347
Pos56_040215_005_png_filaments,66565,1.402108,172.360904,0.534749,0.205360,52.759324,0.858850
Pos56_040215_006_png_filaments,66018,1.465803,175.506840,0.556351,0.177109,51.375133,0.468987
Pos56_040215_007_png_filaments,64904,1.473699,174.487849,0.545399,0.216406,48.939930,0.839186
Pos56_040215_008_png_filaments,65778,1.460859,174.891839,0.515367,0.167822,53.480126,0.781806
Pos56_040215_009_png_filaments,67450,1.455282,176.762290,0.638289,0.092116,52.079509,0.527643
Pos56_040215_010_png_filaments,64898,1.480859,174.903127,0.660587,0.108063,30.465424,0.706178
Pos56_040215_011_png_filaments,63793,1.488433,173.850611,0.667938,0.165810,18.185849,0.749075
Pos56_040215_012_png_filaments,64511,1.483572,174.540519,0.680925,0.055875,19.907696,0.255709
Pos56_040215_013_png_filaments,63236,1.490567,173.214007,0.727693,0.109273,18.954257,0.478577
Pos56_040215_014_png_filaments,66772,1.472448,176.905868,0.796138,0.048632,16.390703,0.398755
Pos56_040215_015_png_filaments,65708,1.495700,176.870919,0.733519,0.068877,17.313832,0.325846
Pos56_040215_016_png_filaments,65676,1.626654,184.406405,0.757094,0.110893,18.150145,0.480577
Pos56_040215_017_png_filaments,67776,1.626518,187.323587,0.794062,0.000000,0.000000,0.000000
Pos56_040215_018_png_filaments,67240,1.569694,183.293226,0.723561,0.079421,16.339902,0.530531
Pos56_040215_019_png_filaments,68229,1.568163,184.546225,0.772773,0.083088,31.624498,0.701216
