#filename,area,aspect_ratio,long_half_axis,order_parameter,of_mass_ratio,of_angle_diff,of_long_half_axis
Pos26_110215_000_png_filaments,100425,1.092294,186.859747,0.095799,0.774167,0.780003,0.820167
Pos26_110215_001_png_filaments,105781,1.106185,192.993543,0.133490,0.436577,21.055478,1.452290
Pos26_110215_002_png_filaments,109513,1.098938,195.724186,0.200423,0.782425,78.402026,1.273821
Pos26_110215_003_png_filaments,114557,1.137694,203.680106,0.240476,0.843453,3.830728,1.585763
Pos26_110215_004_png_filaments,116247,1.158749,207.066873,0.240904,0.365535,89.467592,0.673673
Pos26_110215_005_png_filaments,120836,1.190703,214.005511,0.242291,0.408127,87.456884,0.650802
Pos26_110215_006_png_filaments,122729,1.199692,216.487857,0.251972,0.993530,14.633974,1.223025
Pos26_110215_007_png_filaments,126832,1.225243,222.408099,0.327422,0.437834,89.625793,0.678937
Pos26_110215_008_png_filaments,130688,1.182207,221.763303,0.319687,0.502828,88.464063,0.604838
Pos26_110215_009_png_filaments,137706,1.156447,225.146065,0.272089,0.531752,87.727336,0.616403
Pos26_110215_010_png_filaments,143000,1.122239,226.014218,0.253252,0.586215,31.251177,1.018929
Pos26_110215_011_png_filaments,141359,1.211023,233.433397,0.292682,0.825728,27.542113,0.668249
Pos26_110215_012_png_filaments,141679,1.257679,238.156648,0.272895,0.847842,35.344027,0.951198
Pos26_110215_013_png_filaments,144047,1.282913,242.535756,0.309541,0.916204,29.685077,1.243121
Pos26_110215_014_png_filaments,149064,1.304663,248.805869,0.299295,0.996332,24.132297,1.002893
Pos26_110215_015_png_filaments,149775,1.291196,248.108026,0.322799,0.668380,23.209201,0.967322
Pos26_110215_016_png_filaments,152018,1.281161,248.985711,0.329580,0.226210,81.720495,0.818387
Pos26_110215_017_png_filaments,152875,1.292031,250.743547,0.373174,0.380600,24.506840,0.610699
Pos26_110215_018_png_filaments,151935,1.354472,255.940488,0.442281,0.336772,33.815769,1.018363
Pos26_110215_019_png_filaments,152957,1.363840,257.686373,0.445309,0.358517,31.078767,0.957197
Pos26_110215_020_png_filaments,154283,1.372143,259.587507,0.445388,0.428837,25.702840,1.121532
Pos26_110215_021_png_filaments,155635,1.404560,263.784241,0.455318,0.375515,27.111077,1.049543
